Gene_Id	Gene_Symbol	Gene_Description	Disease_Id	DiseaseName	PsychiatricDisorder	Number_of_AbstractsValidated	Number_of_Abstracts	Source_Id	Score	Disease_Number
3084	NRG1	neuregulin 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	37	ALL	1	6
3553	IL1B	interleukin 1, beta	umls:C0011581	depressive disorder	Depressive disorders	5	24	ALL	1	7
27185	DISC1	disrupted in schizophrenia 1	umls:C1269683	major depressive disorder	Depressive disorders	5	23	ALL	1	8
6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter), member 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	35	ALL	1	11
6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter), member 2	umls:C0011581	depressive disorder	Depressive disorders	5	20	ALL	1	10
4852	NPY	neuropeptide Y	umls:C0011570	mental depression	Depressive disorders	5	41	ALL	1	13
1815	DRD4	dopamine receptor D4	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	17	ALL	1	13
1813	DRD2	dopamine receptor D2	umls:C0011581	depressive disorder	Depressive disorders	5	15	ALL	1	17
6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter), member 3	umls:C0011570	mental depression	Depressive disorders	5	16	ALL	1	11
7166	TPH1	tryptophan hydroxylase 1	umls:C0011570	mental depression	Depressive disorders	5	11	ALL	1	9
6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter), member 4	umls:C0041696	unipolar depression	Depressive disorders	5	137	ALL	1	26
627	BDNF	brain-derived neurotrophic factor	umls:C0525045	mood disorders	Depressive disorders	5	79	ALL	1	10
217	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	umls:C0085762	alcohol abuse	Alcohol use disorders	5	10	ALL	1	7
4524	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	umls:C0011570	mental depression	Depressive disorders	5	26	ALL	1	10
4915	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	umls:C0011581	depressive disorder	Depressive disorders	5	9	ALL	1	12
1392	CRH	corticotropin releasing hormone	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	12	ALL	1	11
267012	DAOA	D-amino acid oxidase activator	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	22	ALL	1	7
6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter), member 2	umls:C0011570	mental depression	Depressive disorders	5	20	ALL	1	10
125	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	umls:C0085762	alcohol abuse	Alcohol use disorders	5	8	ALL	1	6
1621	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	umls:C0011581	depressive disorder	Depressive disorders	5	9	ALL	1	9
27185	DISC1	disrupted in schizophrenia 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	57	ALL	1	8
1392	CRH	corticotropin releasing hormone	umls:C0011570	mental depression	Depressive disorders	5	65	ALL	1	11
6285	S100B	S100 calcium binding protein B	umls:C0011581	depressive disorder	Depressive disorders	5	5	ALL	1	9
1395	CRHR2	corticotropin releasing hormone receptor 2	umls:C0011581	depressive disorder	Depressive disorders	4	4	ALL	1	6
1129	CHRM2	cholinergic receptor, muscarinic 2	umls:C0011581	depressive disorder	Depressive disorders	4	4	ALL	1	6
3351	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	19	ALL	1	9
150	ADRA2A	adrenoceptor alpha 2A	umls:C0011581	depressive disorder	Depressive disorders	4	4	ALL	1	5
1814	DRD3	dopamine receptor D3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	21	ALL	1	12
2030	SLC29A1	solute carrier family 29 (equilibrative nucleoside transporter), member 1	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	2	2	ALL	1	1
1393	CRHBP	corticotropin releasing hormone binding protein	umls:C0011581	depressive disorder	Depressive disorders	3	3	ALL	1	7
1813	DRD2	dopamine receptor D2	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	29	ALL	1	17
9575	CLOCK	clock circadian regulator	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	34	ALL	1	12
84062	DTNBP1	dystrobrevin binding protein 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	12	ALL	1	9
6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter), member 4	umls:C0085762	alcohol abuse	Alcohol use disorders	2	2	ALL	1	26
4803	NGF	nerve growth factor (beta polypeptide)	umls:C0011581	depressive disorder	Depressive disorders	1	1	ALL	1	3
2289	FKBP5	FK506 binding protein 5	umls:C0011570	mental depression	Depressive disorders	5	28	ALL	1	10
10327	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	69	ALL	1	4
3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	umls:C0011581	depressive disorder	Depressive disorders	5	75	ALL	1	14
627	BDNF	brain-derived neurotrophic factor	umls:C0041696	unipolar depression	Depressive disorders	5	105	ALL	1	10
3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	umls:C0041696	unipolar depression	Depressive disorders	5	49	ALL	1	14
7054	TH	tyrosine hydroxylase	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	27	ALL	1	9
121278	TPH2	tryptophan hydroxylase 2	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	17	ALL	1	15
3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	11	ALL	1	10
1312	COMT	catechol-O-methyltransferase	umls:C1269683	major depressive disorder	Depressive disorders	5	34	ALL	1	15
1813	DRD2	dopamine receptor D2	umls:C0085762	alcohol abuse	Alcohol use disorders	5	10	ALL	1	17
1385	CREB1	cAMP responsive element binding protein 1	umls:C0011570	mental depression	Depressive disorders	5	17	ALL	1	9
10611	PDLIM5	PDZ and LIM domain 5	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	14	ALL	1	5
2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	umls:C1269683	major depressive disorder	Depressive disorders	5	31	ALL	1	7
5027	P2RX7	purinergic receptor P2X, ligand gated ion channel, 7	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	14	ALL	1	4
3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	umls:C0525045	mood disorders	Depressive disorders	5	27	ALL	1	14
6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter), member 2	umls:C1269683	major depressive disorder	Depressive disorders	5	21	ALL	1	10
3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	umls:C0041696	unipolar depression	Depressive disorders	5	41	ALL	1	12
7124	TNF	tumor necrosis factor	umls:C0011570	mental depression	Depressive disorders	5	36	ALL	1	6
3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	umls:C0525045	mood disorders	Depressive disorders	5	21	ALL	1	12
1312	COMT	catechol-O-methyltransferase	umls:C0525045	mood disorders	Depressive disorders	5	19	ALL	1	15
2904	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	8	ALL	1	5
1815	DRD4	dopamine receptor D4	umls:C0085762	alcohol abuse	Alcohol use disorders	2	2	ALL	1	13
4128	MAOA	monoamine oxidase A	umls:C0525045	mood disorders	Depressive disorders	5	17	ALL	1	16
3553	IL1B	interleukin 1, beta	umls:C0011570	mental depression	Depressive disorders	5	24	ALL	1	7
7166	TPH1	tryptophan hydroxylase 1	umls:C0525045	mood disorders	Depressive disorders	5	11	ALL	1	9
1565	CYP2D6	cytochrome P450, family 2, subfamily D, polypeptide 6	umls:C0011570	mental depression	Depressive disorders	5	13	ALL	1	7
2784	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	umls:C1269683	major depressive disorder	Depressive disorders	5	8	ALL	1	8
9572	NR1D1	nuclear receptor subfamily 1, group D, member 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	8	ALL	1	3
2558	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	5	ALL	1	4
1312	COMT	catechol-O-methyltransferase	umls:C0011581	depressive disorder	Depressive disorders	5	46	ALL	1	15
5443	POMC	proopiomelanocortin	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	28	ALL	1	5
4128	MAOA	monoamine oxidase A	umls:C0041696	unipolar depression	Depressive disorders	5	31	ALL	1	16
3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	umls:C0011581	depressive disorder	Depressive disorders	5	37	ALL	1	12
131	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	16	ALL	1	1
160851	DGKH	diacylglycerol kinase, eta	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	10	ALL	1	4
126	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	umls:C0085762	alcohol abuse	Alcohol use disorders	4	4	ALL	1	3
1312	COMT	catechol-O-methyltransferase	umls:C0041696	unipolar depression	Depressive disorders	5	35	ALL	1	15
3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	umls:C1269683	major depressive disorder	Depressive disorders	5	15	ALL	1	10
3569	IL6	interleukin 6	umls:C0011570	mental depression	Depressive disorders	5	30	ALL	1	8
1385	CREB1	cAMP responsive element binding protein 1	umls:C1269683	major depressive disorder	Depressive disorders	5	29	ALL	1	9
1815	DRD4	dopamine receptor D4	umls:C0011570	mental depression	Depressive disorders	5	17	ALL	1	13
1815	DRD4	dopamine receptor D4	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	17	ALL	1	13
3351	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	umls:C0011570	mental depression	Depressive disorders	5	13	ALL	1	9
121278	TPH2	tryptophan hydroxylase 2	umls:C0041696	unipolar depression	Depressive disorders	5	28	ALL	1	15
3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	umls:C0011570	mental depression	Depressive disorders	5	17	ALL	1	10
348	APOE	apolipoprotein E	umls:C0011206	delirium	Schizophrenia spectrum and other psychotic disorders	5	11	ALL	1	4
1557	CYP2C19	cytochrome P450, family 2, subfamily C, polypeptide 19	umls:C0011570	mental depression	Depressive disorders	4	4	ALL	1	5
406	ARNTL	aryl hydrocarbon receptor nuclear translocator-like	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	7	ALL	1	5
6999	TDO2	tryptophan 2,3-dioxygenase	umls:C1269683	major depressive disorder	Depressive disorders	5	21	ALL	1	7
4128	MAOA	monoamine oxidase A	umls:C0011581	depressive disorder	Depressive disorders	5	34	ALL	1	16
5027	P2RX7	purinergic receptor P2X, ligand gated ion channel, 7	umls:C0011570	mental depression	Depressive disorders	5	9	ALL	1	4
4915	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	umls:C0011570	mental depression	Depressive disorders	5	9	ALL	1	12
2562	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	4	4	ALL	1	5
7124	TNF	tumor necrosis factor	umls:C0011581	depressive disorder	Depressive disorders	5	35	ALL	1	6
1392	CRH	corticotropin releasing hormone	umls:C0525045	mood disorders	Depressive disorders	5	22	ALL	1	11
1813	DRD2	dopamine receptor D2	umls:C0525045	mood disorders	Depressive disorders	5	14	ALL	1	17
4988	OPRM1	opioid receptor, mu 1	umls:C0085762	alcohol abuse	Alcohol use disorders	2	2	ALL	1	12
4128	MAOA	monoamine oxidase A	umls:C0085762	alcohol abuse	Alcohol use disorders	2	2	ALL	1	16
1392	CRH	corticotropin releasing hormone	umls:C1269683	major depressive disorder	Depressive disorders	5	25	ALL	1	11
627	BDNF	brain-derived neurotrophic factor	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	21	ALL	1	10
1813	DRD2	dopamine receptor D2	umls:C0011570	mental depression	Depressive disorders	5	15	ALL	1	17
216	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	12	ALL	1	4
63876	PKNOX2	PBX/knotted 1 homeobox 2	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	2	2	ALL	1	2
6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter), member 3	umls:C0085762	alcohol abuse	Alcohol use disorders	1	1	ALL	1	11
4852	NPY	neuropeptide Y	umls:C0085762	alcohol abuse	Alcohol use disorders	2	2	ALL	1	13
6999	TDO2	tryptophan 2,3-dioxygenase	umls:C0041696	unipolar depression	Depressive disorders	5	21	ALL	1	7
1815	DRD4	dopamine receptor D4	umls:C0525045	mood disorders	Depressive disorders	5	16	ALL	1	13
8863	PER3	period circadian clock 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	8	ALL	1	6
5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	umls:C0011570	mental depression	Depressive disorders	5	10	ALL	1	9
4524	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	5	ALL	1	10
124	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	5	ALL	1	1
2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	umls:C0041696	unipolar depression	Depressive disorders	5	33	ALL	1	7
1385	CREB1	cAMP responsive element binding protein 1	umls:C0011581	depressive disorder	Depressive disorders	5	21	ALL	1	9
255239	ANKK1	ankyrin repeat and kinase domain containing 1	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	22	ALL	1	9
27185	DISC1	disrupted in schizophrenia 1	umls:C0011570	mental depression	Depressive disorders	5	16	ALL	1	8
9575	CLOCK	clock circadian regulator	umls:C0011570	mental depression	Depressive disorders	5	15	ALL	1	12
2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	umls:C0525045	mood disorders	Depressive disorders	5	20	ALL	1	7
2904	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	10	ALL	1	5
1268	CNR1	cannabinoid receptor 1 (brain)	umls:C0011570	mental depression	Depressive disorders	5	14	ALL	1	7
2571	GAD1	glutamate decarboxylase 1 (brain, 67kDa)	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	15	ALL	1	7
7166	TPH1	tryptophan hydroxylase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	9	ALL	1	9
5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	umls:C0011570	mental depression	Depressive disorders	5	9	ALL	1	7
1565	CYP2D6	cytochrome P450, family 2, subfamily D, polypeptide 6	umls:C1269683	major depressive disorder	Depressive disorders	5	12	ALL	1	7
84062	DTNBP1	dystrobrevin binding protein 1	umls:C0011570	mental depression	Depressive disorders	4	4	ALL	1	9
8774	NAPG	N-ethylmaleimide-sensitive factor attachment protein, gamma	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	3	3	ALL	1	1
2932	GSK3B	glycogen synthase kinase 3 beta	umls:C0011570	mental depression	Depressive disorders	3	3	ALL	1	5
2559	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	3	3	ALL	1	4
1812	DRD1	dopamine receptor D1	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	5	ALL	1	6
7166	TPH1	tryptophan hydroxylase 1	umls:C0041696	unipolar depression	Depressive disorders	5	22	ALL	1	9
1392	CRH	corticotropin releasing hormone	umls:C0041696	unipolar depression	Depressive disorders	5	26	ALL	1	11
1268	CNR1	cannabinoid receptor 1 (brain)	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	15	ALL	1	7
27445	PCLO	piccolo presynaptic cytomatrix protein	umls:C1269683	major depressive disorder	Depressive disorders	5	9	ALL	1	5
6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter), member 3	umls:C0011206	delirium	Schizophrenia spectrum and other psychotic disorders	5	6	ALL	1	11
3782	KCNN3	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	7	ALL	1	2
2899	GRIK3	glutamate receptor, ionotropic, kainate 3	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	2	2	ALL	1	7
2784	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	umls:C0011570	mental depression	Depressive disorders	5	5	ALL	1	8
91752	ZNF804A	zinc finger protein 804A	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	25	ALL	1	2
51083	GAL	galanin/GMAP prepropeptide	umls:C0011570	mental depression	Depressive disorders	5	23	ALL	1	8
51083	GAL	galanin/GMAP prepropeptide	umls:C0011581	depressive disorder	Depressive disorders	5	23	ALL	1	8
27185	DISC1	disrupted in schizophrenia 1	umls:C0041696	unipolar depression	Depressive disorders	5	24	ALL	1	8
2289	FKBP5	FK506 binding protein 5	umls:C0011581	depressive disorder	Depressive disorders	5	35	ALL	1	10
9575	CLOCK	clock circadian regulator	umls:C1269683	major depressive disorder	Depressive disorders	5	13	ALL	1	12
1814	DRD3	dopamine receptor D3	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	11	ALL	1	12
1813	DRD2	dopamine receptor D2	umls:C1269683	major depressive disorder	Depressive disorders	5	10	ALL	1	17
267012	DAOA	D-amino acid oxidase activator	umls:C0011570	mental depression	Depressive disorders	2	2	ALL	1	7
25861	DFNB31	deafness, autosomal recessive 31	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	ALL	1	1
9575	CLOCK	clock circadian regulator	umls:C0011581	depressive disorder	Depressive disorders	5	15	ALL	1	12
7054	TH	tyrosine hydroxylase	umls:C0525045	mood disorders	Depressive disorders	5	16	ALL	1	9
3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	umls:C0011581	depressive disorder	Depressive disorders	5	18	ALL	1	10
1385	CREB1	cAMP responsive element binding protein 1	umls:C0041696	unipolar depression	Depressive disorders	5	29	ALL	1	9
4129	MAOB	monoamine oxidase B	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	10	ALL	1	7
1394	CRHR1	corticotropin releasing hormone receptor 1	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	13	ALL	1	10
7166	TPH1	tryptophan hydroxylase 1	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	5	ALL	1	9
4684	NCAM1	neural cell adhesion molecule 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	6	ALL	1	10
2900	GRIK4	glutamate receptor, ionotropic, kainate 4	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	5	ALL	1	7
2099	ESR1	estrogen receptor 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	5	ALL	1	7
27185	DISC1	disrupted in schizophrenia 1	umls:C0011581	depressive disorder	Depressive disorders	5	16	ALL	1	8
6999	TDO2	tryptophan 2,3-dioxygenase	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	18	ALL	1	7
5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	umls:C0041696	unipolar depression	Depressive disorders	5	14	ALL	1	9
5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	umls:C1269683	major depressive disorder	Depressive disorders	5	14	ALL	1	9
3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	umls:C0085159	seasonal affective disorder	Depressive disorders	5	9	ALL	1	12
2913	GRM3	glutamate receptor, metabotropic 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	10	ALL	1	4
2903	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	9	ALL	1	6
267012	DAOA	D-amino acid oxidase activator	umls:C0525045	mood disorders	Depressive disorders	5	5	ALL	1	7
8914	TIMELESS	timeless circadian clock	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	6	ALL	1	4
3553	IL1B	interleukin 1, beta	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	4	4	ALL	1	7
2890	GRIA1	glutamate receptor, ionotropic, AMPA 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	4	4	ALL	1	5
2571	GAD1	glutamate decarboxylase 1 (brain, 67kDa)	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	5	ALL	1	7
2556	GABRA3	gamma-aminobutyric acid (GABA) A receptor, alpha 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	5	ALL	1	3
1454	CSNK1E	casein kinase 1, epsilon	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	5	ALL	1	4
1270	CNTF	ciliary neurotrophic factor	umls:C0011570	mental depression	Depressive disorders	4	4	ALL	1	3
1129	CHRM2	cholinergic receptor, muscarinic 2	umls:C0011570	mental depression	Depressive disorders	4	4	ALL	1	6
183	AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	umls:C0011570	mental depression	Depressive disorders	5	6	ALL	1	3
116	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	4	4	ALL	1	4
6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter), member 2	umls:C0041696	unipolar depression	Depressive disorders	5	21	ALL	1	10
7466	WFS1	Wolfram syndrome 1 (wolframin)	umls:C0525045	mood disorders	Depressive disorders	5	11	ALL	1	5
3952	LEP	leptin	umls:C0011570	mental depression	Depressive disorders	5	11	ALL	1	10
3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	umls:C0041696	unipolar depression	Depressive disorders	5	14	ALL	1	10
3351	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	umls:C1269683	major depressive disorder	Depressive disorders	5	9	ALL	1	9
1129	CHRM2	cholinergic receptor, muscarinic 2	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	11	ALL	1	6
6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter), member 4	umls:C0600427	cocaine dependence	Cocaine use disorders	4	4	ALL	1	26
6095	RORA	RAR-related orphan receptor A	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	5	ALL	1	4
6095	RORA	RAR-related orphan receptor A	umls:C0011570	mental depression	Depressive disorders	2	2	ALL	1	4
3359	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	umls:C0011570	mental depression	Depressive disorders	5	5	ALL	1	11
3176	HNMT	histamine N-methyltransferase	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	3	3	ALL	1	1
2571	GAD1	glutamate decarboxylase 1 (brain, 67kDa)	umls:C0011570	mental depression	Depressive disorders	4	4	ALL	1	7
2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	3	3	ALL	1	6
1408	CRY2	cryptochrome circadian clock 2	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	4	4	ALL	1	4
1407	CRY1	cryptochrome circadian clock 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	3	3	ALL	1	4
1137	CHRNA4	cholinergic receptor, nicotinic, alpha 4 (neuronal)	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	4	4	ALL	1	6
6863	TAC1	tachykinin, precursor 1	umls:C0011570	mental depression	Depressive disorders	5	16	ALL	1	6
6863	TAC1	tachykinin, precursor 1	umls:C0011581	depressive disorder	Depressive disorders	5	16	ALL	1	6
6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter), member 4	umls:C0085159	seasonal affective disorder	Depressive disorders	5	16	ALL	1	26
2289	FKBP5	FK506 binding protein 5	umls:C0041696	unipolar depression	Depressive disorders	5	17	ALL	1	10
8864	PER2	period circadian clock 2	umls:C0011570	mental depression	Depressive disorders	5	6	ALL	1	7
5999	RGS4	regulator of G-protein signaling 4	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	8	ALL	1	3
3776	KCNK2	potassium channel, two pore domain subfamily K, member 2	umls:C0011570	mental depression	Depressive disorders	5	7	ALL	1	3
3351	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	umls:C0041696	unipolar depression	Depressive disorders	5	9	ALL	1	9
3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	5	8	ALL	1	14
2917	GRM7	glutamate receptor, metabotropic 7	umls:C0011570	mental depression	Depressive disorders	5	9	ALL	1	7
1139	CHRNA7	cholinergic receptor, nicotinic, alpha 7 (neuronal)	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	5	7	ALL	1	2
367	AR	androgen receptor	umls:C0011570	mental depression	Depressive disorders	5	10	ALL	1	7
57132	CHMP1B	charged multivesicular body protein 1B	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	1
56938	ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	2
9177	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B, ionotropic	umls:C1269683	major depressive disorder	Depressive disorders	2	2	ALL	1	7
8553	BHLHE40	basic helix-loop-helix family, member e40	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	2
5992	RFX4	regulatory factor X, 4 (influences HLA class II expression)	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	2
3557	IL1RN	interleukin 1 receptor antagonist	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	2	2	ALL	1	6
3359	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	umls:C1269683	major depressive disorder	Depressive disorders	2	2	ALL	1	11
2902	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	3	3	ALL	1	2
2560	GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	4
2534	FYN	FYN proto-oncogene, Src family tyrosine kinase	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	5
1950	EGF	epidermal growth factor	umls:C0001973	alcoholic intoxication, chronic	Alcohol use disorders	2	2	ALL	1	4
1813	DRD2	dopamine receptor D2	umls:C0011206	delirium	Schizophrenia spectrum and other psychotic disorders	2	2	ALL	1	17
1393	CRHBP	corticotropin releasing hormone binding protein	umls:C1269683	major depressive disorder	Depressive disorders	1	1	ALL	1	7
478	ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	ALL	1	4
27185	DISC1	disrupted in schizophrenia 1	umls:C0525045	mood disorders	Depressive disorders	5	15	ALL	1	8
6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter), member 3	umls:C0011581	depressive disorder	Depressive disorders	5	15	ALL	1	11
